order_id,order_date,store_id,customer_type,order_amount,items_count,customer_rating
ORDNE01240102BEAC,2024-01-02,NE01,returning,444.29,12,3
ORDNE012401029F49,2024-01-02,NE01,returning,333.52,9,5
ORDNE01240102D8FA,2024-01-02,NE01,returning,388.29,3,4
ORDNE0124010214AC,2024-01-02,NE01,new,349.58,1,1
ORDNE01240102CD6D,2024-01-02,NE01,returning,485.47,9,5
ORDNE0124010232D9,2024-01-02,NE01,returning,383.05,12,5
ORDNE01240102E71B,2024-01-02,NE01,new,146.81,5,3
ORDNE012401026A3F,2024-01-02,NE01,new,321.11,3,2
ORDNE0124010285A5,2024-01-02,NE01,returning,283.41,12,4
ORDNE02240102AA3F,2024-01-02,NE02,new,431.20,12,1
ORDNE0224010247E3,2024-01-02,NE02,returning,376.61,5,1
ORDNE022401028D30,2024-01-02,NE02,returning,399.32,12,2
ORDNE022401025EB3,2024-01-02,NE02,new,325.12,2,5
ORDNE02240102B1E8,2024-01-02,NE02,new,439.10,3,4
ORDNE022401020F65,2024-01-02,NE02,returning,257.20,3,5
ORDNE022401029A53,2024-01-02,NE02,returning,216.17,8,4
ORDNE0224010295D0,2024-01-02,NE02,returning,264.31,10,2
ORDNE022401029E37,2024-01-02,NE02,returning,162.77,11,1
ORDNE022401023D8B,2024-01-02,NE02,returning,95.14,3,1
ORDNE02240102316F,2024-01-02,NE02,new,15.96,7,1
ORDNE022401022235,2024-01-02,NE02,returning,327.05,1,2
ORDNE02240102EE8C,2024-01-02,NE02,new,456.92,11,3
ORDNE02240102AAB8,2024-01-02,NE02,returning,133.24,11,1
ORDNE02240102F3DE,2024-01-02,NE02,returning,208.72,1,3
ORDNE02240102704A,2024-01-02,NE02,returning,312.37,10,4
ORDNE022401022304,2024-01-02,NE02,new,484.02,3,3
ORDNE022401020F9D,2024-01-02,NE02,new,153.71,3,4
ORDNE022401029DBE,2024-01-02,NE02,returning,128.73,4,1
ORDNE02240102278B,2024-01-02,NE02,returning,380.65,11,2
ORDNE022401027FB2,2024-01-02,NE02,new,410.78,5,1
ORDNE022401026D9E,2024-01-02,NE02,returning,152.94,3,4
ORDNE02240102ADB7,2024-01-02,NE02,returning,286.34,6,5
ORDNE02240102EB7A,2024-01-02,NE02,returning,296.02,2,4
ORDSE01240102A598,2024-01-02,SE01,returning,375.97,7,2
ORDSE01240102988F,2024-01-02,SE01,returning,186.24,9,1
ORDSE0124010242B1,2024-01-02,SE01,returning,495.75,9,1
ORDSE01240102D2DB,2024-01-02,SE01,new,338.38,2,1
ORDSE012401029BBA,2024-01-02,SE01,returning,181.19,9,5
ORDSE012401025285,2024-01-02,SE01,returning,225.30,1,4
ORDSE0124010213FC,2024-01-02,SE01,returning,112.47,12,4
ORDSE01240102697A,2024-01-02,SE01,returning,142.84,5,1
ORDSE01240102E26A,2024-01-02,SE01,returning,220.56,7,4
ORDSE012401023974,2024-01-02,SE01,returning,78.29,9,1
ORDSE012401027268,2024-01-02,SE01,new,238.22,4,1
ORDSE012401029288,2024-01-02,SE01,new,16.09,1,3
ORDSE012401023A27,2024-01-02,SE01,returning,90.85,6,3
ORDSE01240102B792,2024-01-02,SE01,returning,214.25,7,5
ORDSE012401029728,2024-01-02,SE01,returning,180.54,4,1
ORDSE01240102E475,2024-01-02,SE01,returning,404.31,4,4
ORDSE0124010215B7,2024-01-02,SE01,returning,227.41,7,2
ORDSE0124010267B8,2024-01-02,SE01,returning,66.55,1,2
ORDSE012401028A36,2024-01-02,SE01,returning,358.85,8,4
ORDSE012401029216,2024-01-02,SE01,returning,302.69,4,1
ORDSE0224010209CF,2024-01-02,SE02,returning,119.70,1,5
ORDSE02240102B04D,2024-01-02,SE02,returning,87.08,2,3
ORDSE022401027326,2024-01-02,SE02,returning,363.80,1,4
ORDSE022401024366,2024-01-02,SE02,returning,56.19,4,4
ORDSE02240102E56F,2024-01-02,SE02,returning,46.40,3,1
ORDSE02240102FBE4,2024-01-02,SE02,new,65.10,11,5
ORDSE022401029349,2024-01-02,SE02,new,315.62,3,1
ORDSE02240102CE0C,2024-01-02,SE02,returning,173.46,10,1
ORDSE02240102937C,2024-01-02,SE02,new,297.30,11,5
ORDSE022401026C22,2024-01-02,SE02,returning,35.82,9,2
ORDSE022401027249,2024-01-02,SE02,returning,365.27,1,5
ORDSE022401028919,2024-01-02,SE02,returning,47.92,7,1
ORDSE02240102A0CC,2024-01-02,SE02,returning,19.27,5,1
ORDSE02240102C454,2024-01-02,SE02,returning,38.69,11,2
ORDSE02240102430E,2024-01-02,SE02,returning,329.79,11,3
ORDSE0224010252E2,2024-01-02,SE02,returning,348.69,12,2
ORDSE02240102E4E0,2024-01-02,SE02,returning,198.21,7,4
ORDSE0224010235BA,2024-01-02,SE02,returning,65.53,6,3
ORDSE022401022B31,2024-01-02,SE02,returning,79.02,8,1
ORDSE02240102B83A,2024-01-02,SE02,returning,19.97,11,2
ORDSE02240102E500,2024-01-02,SE02,new,188.06,1,2
ORDSE0224010283E4,2024-01-02,SE02,new,279.64,4,5
ORDSE022401020123,2024-01-02,SE02,new,169.36,11,2
ORDSE022401027EA8,2024-01-02,SE02,returning,227.05,7,2
ORDSE02240102B924,2024-01-02,SE02,new,40.25,1,2
ORDSE02240102EAFB,2024-01-02,SE02,returning,137.46,5,2
ORDSE022401021CD3,2024-01-02,SE02,new,216.50,6,1
ORDSE022401020E7D,2024-01-02,SE02,new,16.05,4,4
ORDSE022401029563,2024-01-02,SE02,returning,264.17,8,1
ORDSE02240102F126,2024-01-02,SE02,returning,156.69,1,5
ORDSE02240102DBF5,2024-01-02,SE02,new,245.71,1,2
ORDSE02240102D52D,2024-01-02,SE02,new,11.89,2,1
ORDSE022401023D13,2024-01-02,SE02,returning,162.94,4,1
ORDSE022401026D3A,2024-01-02,SE02,returning,182.44,12,4
ORDSE02240102E51A,2024-01-02,SE02,new,411.65,5,5
ORDMW01240102275A,2024-01-02,MW01,returning,189.03,4,2
ORDMW012401023579,2024-01-02,MW01,new,444.47,7,2
ORDMW0124010228C0,2024-01-02,MW01,returning,464.12,6,5
ORDMW01240102492B,2024-01-02,MW01,new,360.55,12,5
ORDMW01240102936C,2024-01-02,MW01,returning,347.25,9,4
ORDMW0124010294EE,2024-01-02,MW01,returning,273.86,11,4
ORDMW01240102F552,2024-01-02,MW01,returning,90.99,12,1
ORDMW0124010284F4,2024-01-02,MW01,returning,334.70,9,4
ORDMW01240102D2EE,2024-01-02,MW01,returning,377.79,6,1
ORDMW01240102CC78,2024-01-02,MW01,new,439.56,12,4
ORDMW01240102098A,2024-01-02,MW01,new,101.93,10,5
ORDMW012401025E59,2024-01-02,MW01,returning,36.83,9,3
ORDMW01240102E1FE,2024-01-02,MW01,returning,18.33,5,4
ORDMW01240102F985,2024-01-02,MW01,returning,235.69,3,5
ORDMW012401026893,2024-01-02,MW01,new,128.03,7,1
ORDMW012401024F2F,2024-01-02,MW01,new,174.51,6,3
ORDMW01240102C1EF,2024-01-02,MW01,returning,275.13,12,1
ORDMW01240102AD99,2024-01-02,MW01,returning,207.71,11,2
ORDMW012401025C1B,2024-01-02,MW01,returning,67.40,1,5
ORDMW0124010257A4,2024-01-02,MW01,new,394.37,6,2
ORDMW01240102DDE2,2024-01-02,MW01,returning,426.19,4,4
ORDMW012401023C7E,2024-01-02,MW01,returning,48.90,11,4
ORDMW012401021C2D,2024-01-02,MW01,new,117.48,10,5
ORDMW012401025D9D,2024-01-02,MW01,returning,296.15,4,3
ORDMW01240102177B,2024-01-02,MW01,returning,336.53,7,2
ORDMW01240102FD1B,2024-01-02,MW01,new,174.46,11,3
ORDMW01240102EE66,2024-01-02,MW01,returning,49.53,3,2
ORDMW01240102B1A7,2024-01-02,MW01,new,24.57,9,1
ORDMW012401027779,2024-01-02,MW01,returning,71.40,3,4
ORDMW01240102C6C2,2024-01-02,MW01,returning,284.76,2,4
ORDMW02240102C93C,2024-01-02,MW02,returning,392.98,9,3
ORDMW022401028F5C,2024-01-02,MW02,new,176.86,7,2
ORDMW022401029709,2024-01-02,MW02,returning,273.37,5,2
ORDMW02240102D1AB,2024-01-02,MW02,new,330.80,12,3
ORDMW0224010207B7,2024-01-02,MW02,new,158.42,10,3
ORDMW0224010220AB,2024-01-02,MW02,returning,419.15,2,2
ORDMW02240102DD15,2024-01-02,MW02,new,348.30,1,2
ORDMW02240102F04C,2024-01-02,MW02,returning,100.52,12,3
ORDMW02240102F77C,2024-01-02,MW02,returning,80.81,2,5
ORDMW022401026999,2024-01-02,MW02,returning,113.30,8,4
ORDMW022401028DBA,2024-01-02,MW02,returning,387.20,3,4
ORDMW02240102BA01,2024-01-02,MW02,new,398.25,8,4
ORDMW02240102D87E,2024-01-02,MW02,returning,381.18,11,2
ORDMW022401025EE6,2024-01-02,MW02,returning,453.26,6,1
ORDMW02240102BB8F,2024-01-02,MW02,returning,60.91,10,3
ORDMW022401024CA1,2024-01-02,MW02,returning,250.09,3,3
ORDMW02240102F68A,2024-01-02,MW02,new,270.92,7,1
ORDMW02240102AB51,2024-01-02,MW02,returning,51.33,12,5
ORDMW02240102F3F6,2024-01-02,MW02,new,232.03,2,1
ORDMW02240102CC0F,2024-01-02,MW02,returning,27.08,1,3
ORDMW0224010246D9,2024-01-02,MW02,returning,460.88,11,2
ORDMW0224010252F0,2024-01-02,MW02,new,400.21,7,3
ORDMW02240102F46A,2024-01-02,MW02,returning,230.99,11,5
ORDMW022401026CB2,2024-01-02,MW02,returning,213.19,12,3
ORDMW02240102C48E,2024-01-02,MW02,returning,164.37,3,1
ORDMW0224010249E8,2024-01-02,MW02,new,390.37,12,1
ORDMW022401024CEE,2024-01-02,MW02,returning,290.66,2,3
ORDMW022401025492,2024-01-02,MW02,returning,386.54,4,3
ORDMW02240102569E,2024-01-02,MW02,new,276.45,3,2
ORDMW02240102496A,2024-01-02,MW02,returning,47.16,5,3
ORDMW0224010254D6,2024-01-02,MW02,returning,398.01,3,3
ORDMW022401028B69,2024-01-02,MW02,returning,425.58,2,2
ORDMW02240102FEA3,2024-01-02,MW02,returning,473.11,7,4
ORDMW022401026D76,2024-01-02,MW02,returning,438.93,3,1
ORDMW0224010249D6,2024-01-02,MW02,returning,380.90,6,1
ORDMW022401026E34,2024-01-02,MW02,new,362.76,11,3
ORDMW02240102C4CD,2024-01-02,MW02,returning,202.02,12,5
ORDMW02240102A171,2024-01-02,MW02,returning,127.97,1,5
ORDMW02240102FB1B,2024-01-02,MW02,returning,446.61,9,5
ORDMW02240102AA76,2024-01-02,MW02,returning,346.06,11,1
ORDMW02240102AD74,2024-01-02,MW02,new,154.19,4,3
ORDMW02240102010C,2024-01-02,MW02,new,273.17,6,4
ORDMW022401021DC5,2024-01-02,MW02,returning,67.06,11,1
ORDMW02240102F661,2024-01-02,MW02,returning,106.66,5,4
ORDWE012401026E61,2024-01-02,WE01,returning,454.09,2,3
ORDWE01240102B787,2024-01-02,WE01,returning,311.88,9,4
ORDWE012401029B76,2024-01-02,WE01,new,153.27,6,4
ORDWE01240102FB85,2024-01-02,WE01,new,454.04,5,2
ORDWE0124010292B0,2024-01-02,WE01,new,417.12,4,5
ORDWE012401023532,2024-01-02,WE01,returning,400.56,10,3
ORDWE01240102666E,2024-01-02,WE01,new,84.32,4,3
ORDWE01240102FD52,2024-01-02,WE01,new,498.56,7,1
ORDWE01240102844F,2024-01-02,WE01,returning,76.99,11,5
ORDWE012401028563,2024-01-02,WE01,new,176.40,5,5
ORDWE012401024B5E,2024-01-02,WE01,returning,294.40,9,3
ORDWE012401029B9B,2024-01-02,WE01,returning,133.45,1,2
ORDWE012401023969,2024-01-02,WE01,new,18.04,3,3
ORDWE01240102F2D1,2024-01-02,WE01,returning,275.32,6,4
ORDWE012401024561,2024-01-02,WE01,returning,97.81,9,5
ORDWE01240102E10F,2024-01-02,WE01,returning,73.79,8,4
ORDWE012401028C99,2024-01-02,WE01,returning,322.41,6,4
ORDWE01240102F988,2024-01-02,WE01,new,399.55,8,5
ORDWE01240102235A,2024-01-02,WE01,returning,154.00,3,3
ORDWE01240102CD8F,2024-01-02,WE01,returning,288.85,10,4
ORDWE01240102BC6E,2024-01-02,WE01,returning,350.83,10,5
ORDWE01240102C1E2,2024-01-02,WE01,returning,21.95,1,4
ORDWE01240102045B,2024-01-02,WE01,returning,435.83,10,3
ORDWE01240102442C,2024-01-02,WE01,returning,487.50,11,2
ORDWE01240102D1C3,2024-01-02,WE01,new,121.28,4,3
ORDWE0124010236F4,2024-01-02,WE01,new,478.85,10,2
ORDWE01240102D174,2024-01-02,WE01,returning,161.34,4,4
ORDWE02240102A7C3,2024-01-02,WE02,new,477.54,5,1
ORDWE02240102E0F5,2024-01-02,WE02,returning,367.48,7,3
ORDWE022401025F0F,2024-01-02,WE02,returning,495.42,9,3
ORDWE022401026E76,2024-01-02,WE02,returning,286.77,4,2
ORDWE022401025628,2024-01-02,WE02,returning,206.65,6,5
ORDWE022401024D67,2024-01-02,WE02,returning,186.00,2,2
ORDWE02240102A3E9,2024-01-02,WE02,returning,335.72,3,5
ORDWE022401029C38,2024-01-02,WE02,returning,15.92,3,4
ORDWE02240102BEAA,2024-01-02,WE02,returning,160.18,12,3
ORDWE02240102796B,2024-01-02,WE02,returning,165.91,11,4
ORDWE0224010207F7,2024-01-02,WE02,returning,45.32,4,5
ORDWE02240102A93E,2024-01-02,WE02,returning,273.48,8,2
ORDWE022401023939,2024-01-02,WE02,new,36.57,12,4
ORDWE02240102CBFD,2024-01-02,WE02,returning,176.17,1,5
ORDWE02240102A717,2024-01-02,WE02,returning,491.65,5,4
ORDWE022401024C49,2024-01-02,WE02,new,407.01,5,3
ORDWE022401029CC2,2024-01-02,WE02,returning,84.39,1,5
ORDWE022401029613,2024-01-02,WE02,new,155.23,6,4
ORDWE022401021D45,2024-01-02,WE02,new,451.11,3,1
ORDWE02240102C189,2024-01-02,WE02,new,299.76,12,2
ORDWE02240102733A,2024-01-02,WE02,returning,143.78,2,3
ORDWE02240102028C,2024-01-02,WE02,returning,311.86,6,3
ORDWE02240102DAE4,2024-01-02,WE02,returning,245.55,10,5
ORDWE022401027AB3,2024-01-02,WE02,returning,15.14,11,2
ORDWE02240102A183,2024-01-02,WE02,returning,303.24,6,2
ORDWE02240102D032,2024-01-02,WE02,new,296.76,2,4
ORDWE022401029DC6,2024-01-02,WE02,returning,486.74,8,5
ORDWE022401028995,2024-01-02,WE02,new,233.36,12,1
ORDWE02240102DC4E,2024-01-02,WE02,returning,353.49,4,1
ORDWE0224010229B0,2024-01-02,WE02,returning,475.55,1,2
ORDWE02240102696A,2024-01-02,WE02,returning,105.01,5,3
ORDWE02240102D1F1,2024-01-02,WE02,returning,43.28,3,3
ORDWE02240102F417,2024-01-02,WE02,new,291.58,6,4
ORDWE022401023FF3,2024-01-02,WE02,returning,303.79,9,1
ORDWE0224010280B9,2024-01-02,WE02,new,417.54,6,2
ORDWE022401026C7B,2024-01-02,WE02,returning,375.89,9,2
ORDWE0224010283A1,2024-01-02,WE02,returning,409.05,6,3
