order_id,order_date,store_id,customer_type,order_amount,items_count,customer_rating
ORDSE0224010177DE,2024-01-01,SE02,returning,312.61,10,3
ORDSE02240101F6B6,2024-01-01,SE02,new,39.53,12,3
ORDSE022401018178,2024-01-01,SE02,returning,23.16,12,5
ORDSE02240101F3AD,2024-01-01,SE02,returning,291.94,12,1
ORDSE02240101DC3E,2024-01-01,SE02,returning,385.26,12,4
ORDSE022401016238,2024-01-01,SE02,new,168.79,3,5
ORDSE02240101FDD1,2024-01-01,SE02,returning,207.67,11,3
ORDSE022401014699,2024-01-01,SE02,new,116.88,11,5
ORDSE022401014772,2024-01-01,SE02,new,456.88,6,2
ORDSE02240101461D,2024-01-01,SE02,returning,280.49,11,4
ORDSE022401018651,2024-01-01,SE02,returning,244.84,10,2
ORDSE02240101B9B6,2024-01-01,SE02,new,275.79,2,1
ORDSE02240101705B,2024-01-01,SE02,new,460.41,7,1
ORDSE02240101979A,2024-01-01,SE02,new,83.92,9,4
ORDSE02240101E2EF,2024-01-01,SE02,returning,241.36,1,1
ORDSE022401018CCD,2024-01-01,SE02,returning,31.29,11,2
ORDSE022401010390,2024-01-01,SE02,returning,244.79,8,3
ORDSE022401013418,2024-01-01,SE02,returning,217.51,9,4
ORDSE02240101588A,2024-01-01,SE02,returning,123.08,4,2
ORDSE0224010196ED,2024-01-01,SE02,returning,182.99,10,4
ORDSE022401012663,2024-01-01,SE02,new,176.61,8,1
ORDSE02240101E51D,2024-01-01,SE02,returning,279.40,7,4
ORDSE0224010187FA,2024-01-01,SE02,returning,91.12,6,1
ORDSE02240101BA7A,2024-01-01,SE02,new,154.28,4,2
ORDSE02240101AEAE,2024-01-01,SE02,new,83.75,4,4
ORDSE022401013942,2024-01-01,SE02,new,50.94,12,3
ORDSE02240101F2C5,2024-01-01,SE02,new,420.80,3,3
ORDSE022401017349,2024-01-01,SE02,new,292.45,11,2
ORDSE02240101BA6E,2024-01-01,SE02,returning,411.75,7,2
ORDSE0224010195CD,2024-01-01,SE02,returning,76.97,11,2
ORDSE022401016946,2024-01-01,SE02,returning,430.27,1,4
ORDSE02240101EDAA,2024-01-01,SE02,returning,252.09,4,4
ORDSE022401017DAF,2024-01-01,SE02,returning,416.57,9,4
ORDSE022401012C40,2024-01-01,SE02,returning,436.95,8,4
ORDMW01240101FBAC,2024-01-01,MW01,returning,163.61,7,3
ORDMW012401019AF7,2024-01-01,MW01,returning,388.92,6,5
ORDMW01240101F243,2024-01-01,MW01,returning,339.60,3,5
ORDMW012401012331,2024-01-01,MW01,returning,194.65,9,3
ORDMW01240101F52A,2024-01-01,MW01,returning,284.02,5,1
ORDMW012401013118,2024-01-01,MW01,returning,26.83,11,2
ORDMW012401011840,2024-01-01,MW01,returning,236.48,8,3
ORDMW012401012BA1,2024-01-01,MW01,returning,456.70,10,1
ORDMW012401015A25,2024-01-01,MW01,new,293.07,11,1
ORDMW012401018BD6,2024-01-01,MW01,returning,172.01,11,2
ORDMW01240101BE80,2024-01-01,MW01,returning,142.10,7,5
ORDMW01240101D209,2024-01-01,MW01,returning,182.56,6,2
ORDMW01240101AC52,2024-01-01,MW01,new,366.46,9,1
ORDMW012401015847,2024-01-01,MW01,returning,466.61,9,1
ORDMW012401013E26,2024-01-01,MW01,returning,94.81,8,2
ORDMW01240101E39E,2024-01-01,MW01,returning,59.26,6,2
ORDMW0124010101B3,2024-01-01,MW01,returning,132.61,1,2
ORDMW012401015C17,2024-01-01,MW01,returning,119.94,5,1
ORDMW012401014E76,2024-01-01,MW01,returning,216.42,10,5
ORDMW01240101A4EE,2024-01-01,MW01,new,80.14,7,5
ORDMW01240101470D,2024-01-01,MW01,new,235.94,3,3
ORDMW012401018D24,2024-01-01,MW01,returning,318.94,1,3
ORDMW012401012BFC,2024-01-01,MW01,new,225.30,5,1
ORDMW012401015FAD,2024-01-01,MW01,returning,199.97,8,4
ORDMW01240101500C,2024-01-01,MW01,returning,316.21,6,2
ORDMW012401019164,2024-01-01,MW01,returning,239.23,2,5
ORDMW01240101AD87,2024-01-01,MW01,returning,137.57,2,4
ORDMW01240101D620,2024-01-01,MW01,new,478.62,4,5
ORDMW012401017D96,2024-01-01,MW01,new,328.35,6,4
ORDMW01240101CEB6,2024-01-01,MW01,returning,465.62,5,3
ORDMW012401010C9F,2024-01-01,MW01,new,66.06,12,1
ORDMW012401018184,2024-01-01,MW01,new,312.22,2,2
ORDMW01240101C77C,2024-01-01,MW01,returning,439.18,5,4
ORDMW01240101D8BB,2024-01-01,MW01,returning,278.44,1,5
ORDMW02240101C27B,2024-01-01,MW02,new,177.15,7,4
ORDMW02240101DF6C,2024-01-01,MW02,new,289.55,3,2
ORDMW022401019A61,2024-01-01,MW02,new,31.49,9,3
ORDMW02240101A475,2024-01-01,MW02,new,293.09,3,1
ORDMW02240101F7DB,2024-01-01,MW02,returning,247.24,8,5
ORDMW0224010125F6,2024-01-01,MW02,new,349.23,10,2
ORDMW022401013100,2024-01-01,MW02,returning,378.22,5,3
ORDMW02240101695C,2024-01-01,MW02,returning,187.84,9,2
ORDMW02240101AD3D,2024-01-01,MW02,returning,186.63,6,2
ORDMW022401013C2A,2024-01-01,MW02,returning,190.16,1,4
ORDMW022401014023,2024-01-01,MW02,returning,46.93,5,1
ORDMW02240101ED95,2024-01-01,MW02,new,461.05,1,2
ORDMW022401018CC6,2024-01-01,MW02,returning,452.57,2,4
ORDMW022401015A28,2024-01-01,MW02,returning,113.80,2,1
ORDMW022401018B23,2024-01-01,MW02,new,474.47,8,5
ORDMW0224010149CC,2024-01-01,MW02,returning,309.74,6,2
ORDMW022401011EB5,2024-01-01,MW02,returning,244.22,8,4
ORDMW0224010189C2,2024-01-01,MW02,new,359.29,7,4
ORDMW02240101D890,2024-01-01,MW02,returning,319.35,3,3
ORDMW022401010977,2024-01-01,MW02,new,173.95,7,2
ORDMW022401017A99,2024-01-01,MW02,returning,102.41,10,2
ORDMW022401013419,2024-01-01,MW02,returning,123.51,6,2
ORDMW02240101BC15,2024-01-01,MW02,returning,84.21,10,5
ORDMW022401011021,2024-01-01,MW02,returning,465.23,1,1
ORDMW0224010122EC,2024-01-01,MW02,new,73.62,4,2
ORDMW02240101F7EB,2024-01-01,MW02,returning,341.29,2,4
ORDMW02240101252E,2024-01-01,MW02,returning,425.64,3,3
ORDMW02240101892F,2024-01-01,MW02,returning,380.53,3,1
ORDMW02240101BCCB,2024-01-01,MW02,returning,376.01,8,5
ORDMW02240101CD3D,2024-01-01,MW02,returning,316.25,5,1
ORDMW02240101FC55,2024-01-01,MW02,new,168.67,12,5
ORDMW02240101C1E6,2024-01-01,MW02,returning,363.23,5,2
ORDMW02240101218A,2024-01-01,MW02,returning,180.58,7,3
ORDMW02240101666F,2024-01-01,MW02,returning,167.75,6,1
ORDMW02240101C7DF,2024-01-01,MW02,returning,198.76,1,4
ORDMW022401016EA4,2024-01-01,MW02,new,54.62,10,3
ORDMW02240101BEF7,2024-01-01,MW02,returning,220.25,1,5
ORDMW02240101F3FA,2024-01-01,MW02,returning,339.93,11,1
ORDMW02240101722C,2024-01-01,MW02,new,39.11,1,5
ORDWE01240101455D,2024-01-01,WE01,returning,171.95,11,3
ORDWE0124010171D9,2024-01-01,WE01,returning,416.62,6,4
ORDWE0124010149CA,2024-01-01,WE01,returning,377.72,8,2
ORDWE01240101EB4A,2024-01-01,WE01,returning,375.57,12,5
ORDWE012401017758,2024-01-01,WE01,returning,58.60,2,2
ORDWE0124010180FC,2024-01-01,WE01,returning,28.43,12,2
ORDWE012401016139,2024-01-01,WE01,returning,246.57,2,1
ORDWE01240101563B,2024-01-01,WE01,returning,30.45,3,2
ORDWE01240101307F,2024-01-01,WE01,new,118.88,3,1
ORDWE0124010166FE,2024-01-01,WE01,returning,162.94,1,2
ORDWE012401011464,2024-01-01,WE01,new,144.50,12,5
ORDWE012401019CE5,2024-01-01,WE01,returning,365.88,8,3
ORDWE01240101037E,2024-01-01,WE01,new,142.05,6,1
ORDWE01240101894D,2024-01-01,WE01,returning,30.16,6,5
ORDWE0124010154DB,2024-01-01,WE01,returning,94.35,8,3
ORDWE0124010151C3,2024-01-01,WE01,new,9.94,4,4
ORDWE012401018576,2024-01-01,WE01,new,136.30,2,3
ORDWE012401016F69,2024-01-01,WE01,new,335.74,8,5
ORDWE012401019568,2024-01-01,WE01,new,344.84,12,1
ORDWE012401018400,2024-01-01,WE01,returning,435.46,8,2
ORDWE01240101EACF,2024-01-01,WE01,returning,387.72,8,1
ORDWE01240101369C,2024-01-01,WE01,returning,410.74,2,4
ORDWE012401013BB2,2024-01-01,WE01,returning,327.62,1,1
ORDWE01240101CDBA,2024-01-01,WE01,new,422.35,10,4
ORDWE012401010FDE,2024-01-01,WE01,returning,278.45,1,2
ORDWE012401018BF7,2024-01-01,WE01,returning,33.81,4,4
ORDWE012401013B65,2024-01-01,WE01,new,439.29,12,4
ORDWE012401018075,2024-01-01,WE01,new,432.70,1,5
ORDWE012401017A66,2024-01-01,WE01,returning,306.42,4,1
ORDWE012401015EB1,2024-01-01,WE01,new,68.89,10,4
ORDWE012401017E48,2024-01-01,WE01,new,402.54,3,3
ORDWE01240101729E,2024-01-01,WE01,new,333.56,2,1
ORDWE01240101649F,2024-01-01,WE01,returning,9.70,8,1
ORDWE012401015F13,2024-01-01,WE01,new,430.32,12,5
ORDWE01240101EA81,2024-01-01,WE01,new,157.85,3,5
ORDWE012401016F66,2024-01-01,WE01,returning,168.21,11,4
ORDWE012401016701,2024-01-01,WE01,new,468.33,3,1
ORDWE012401011404,2024-01-01,WE01,returning,357.53,4,1
ORDWE01240101B117,2024-01-01,WE01,returning,223.05,7,5
ORDWE0124010111CC,2024-01-01,WE01,new,378.09,3,3
ORDWE01240101B160,2024-01-01,WE01,returning,144.26,11,5
ORDWE02240101098C,2024-01-01,WE02,new,375.35,7,1
ORDWE02240101A8B1,2024-01-01,WE02,returning,498.94,6,1
ORDWE02240101F7AB,2024-01-01,WE02,returning,306.37,7,2
ORDWE022401019596,2024-01-01,WE02,returning,40.76,11,2
ORDWE02240101EE3A,2024-01-01,WE02,returning,491.63,12,4
ORDWE022401019890,2024-01-01,WE02,returning,24.92,4,1
ORDWE022401014ADF,2024-01-01,WE02,new,183.23,11,4
ORDWE022401013655,2024-01-01,WE02,returning,153.27,10,1
ORDWE022401016EF4,2024-01-01,WE02,returning,338.56,12,2
ORDWE02240101A2BA,2024-01-01,WE02,returning,152.77,2,1
ORDWE022401016088,2024-01-01,WE02,returning,492.47,5,3
ORDWE02240101345C,2024-01-01,WE02,returning,238.45,4,4
ORDWE0224010156E9,2024-01-01,WE02,returning,43.53,8,4
ORDWE02240101EFC7,2024-01-01,WE02,returning,391.32,5,4
ORDWE02240101F2FC,2024-01-01,WE02,returning,449.19,4,1
ORDWE02240101E750,2024-01-01,WE02,returning,390.88,9,4
ORDWE022401015BC2,2024-01-01,WE02,returning,284.76,3,3
ORDWE022401011EC5,2024-01-01,WE02,returning,305.84,3,4
ORDWE022401017D98,2024-01-01,WE02,returning,295.49,5,2
ORDWE0224010133A9,2024-01-01,WE02,returning,303.75,2,1
ORDWE02240101BEEB,2024-01-01,WE02,new,287.06,1,5
ORDWE02240101FDEC,2024-01-01,WE02,returning,55.50,3,2
ORDWE02240101588B,2024-01-01,WE02,returning,271.53,1,5
ORDWE0224010177DF,2024-01-01,WE02,new,219.27,5,3
ORDWE02240101E53B,2024-01-01,WE02,new,74.89,2,5
ORDWE022401017887,2024-01-01,WE02,returning,301.45,11,1
ORDWE022401013BF4,2024-01-01,WE02,new,479.53,2,4
ORDWE02240101AFCA,2024-01-01,WE02,returning,222.58,10,3
ORDWE0224010126E7,2024-01-01,WE02,returning,184.38,12,1
ORDWE0224010180AD,2024-01-01,WE02,new,479.73,3,4
