order_id,order_date,store_id,customer_type,order_amount,items_count,customer_rating
ORDNE01240104AEF9,2024-01-04,NE01,new,434.47,3,2
ORDNE012401043104,2024-01-04,NE01,new,418.60,11,5
ORDNE012401049CC8,2024-01-04,NE01,new,348.78,6,5
ORDNE0124010498A9,2024-01-04,NE01,returning,113.40,8,2
ORDNE01240104FEA6,2024-01-04,NE01,returning,71.23,9,1
ORDNE012401048F75,2024-01-04,NE01,returning,13.95,7,4
ORDNE0124010466A8,2024-01-04,NE01,returning,16.63,5,4
ORDNE0124010489BC,2024-01-04,NE01,new,159.66,8,2
ORDNE02240104C649,2024-01-04,NE02,returning,441.05,2,5
ORDNE02240104DE8B,2024-01-04,NE02,new,257.16,3,1
ORDNE022401044AE8,2024-01-04,NE02,new,51.56,12,5
ORDNE02240104213C,2024-01-04,NE02,returning,412.13,4,4
ORDNE02240104AA43,2024-01-04,NE02,new,269.95,9,3
ORDNE022401043602,2024-01-04,NE02,new,51.65,2,5
ORDNE02240104AF8A,2024-01-04,NE02,new,190.05,1,1
ORDNE022401043C7B,2024-01-04,NE02,new,285.89,2,5
ORDNE022401043581,2024-01-04,NE02,returning,49.68,3,2
ORDNE02240104FCE8,2024-01-04,NE02,returning,257.77,11,2
ORDNE0224010437CB,2024-01-04,NE02,new,46.58,6,1
ORDNE022401047953,2024-01-04,NE02,returning,441.00,9,2
ORDNE022401042475,2024-01-04,NE02,returning,138.69,6,1
ORDNE022401043CF2,2024-01-04,NE02,returning,369.88,8,4
ORDNE02240104C39B,2024-01-04,NE02,new,182.62,12,4
ORDNE022401042CA5,2024-01-04,NE02,returning,301.78,11,5
ORDNE02240104FCA3,2024-01-04,NE02,new,122.87,4,4
ORDNE0224010402C2,2024-01-04,NE02,new,370.68,12,2
ORDNE02240104255E,2024-01-04,NE02,returning,496.28,7,3
ORDNE022401047147,2024-01-04,NE02,returning,461.40,10,1
ORDNE0224010448D0,2024-01-04,NE02,returning,447.12,8,1
ORDNE0224010498AA,2024-01-04,NE02,returning,149.00,7,5
ORDNE02240104CEC0,2024-01-04,NE02,new,21.88,2,3
ORDNE022401040018,2024-01-04,NE02,returning,43.72,5,1
ORDNE022401049335,2024-01-04,NE02,returning,346.71,4,5
ORDNE02240104A68B,2024-01-04,NE02,returning,75.20,6,2
ORDNE02240104258B,2024-01-04,NE02,returning,240.77,8,4
ORDNE0224010479CF,2024-01-04,NE02,returning,23.06,8,3
ORDNE02240104CF94,2024-01-04,NE02,returning,106.40,9,4
ORDNE02240104E392,2024-01-04,NE02,returning,397.41,6,2
ORDNE02240104BD88,2024-01-04,NE02,returning,265.23,4,2
ORDNE02240104AC68,2024-01-04,NE02,returning,418.82,5,4
ORDNE0224010485AB,2024-01-04,NE02,returning,242.76,5,1
ORDNE02240104E20F,2024-01-04,NE02,returning,197.26,9,5
ORDNE02240104495E,2024-01-04,NE02,new,388.71,11,1
ORDNE02240104C1DB,2024-01-04,NE02,new,26.52,10,4
ORDNE02240104F602,2024-01-04,NE02,returning,173.24,8,5
ORDSE01240104A752,2024-01-04,SE01,returning,405.10,2,1
ORDSE01240104FCDF,2024-01-04,SE01,returning,418.50,1,1
ORDSE012401044C91,2024-01-04,SE01,returning,425.31,8,1
ORDSE01240104237B,2024-01-04,SE01,new,109.99,6,4
ORDSE012401042F46,2024-01-04,SE01,returning,189.44,2,5
ORDSE01240104AFB4,2024-01-04,SE01,new,420.86,11,4
ORDSE01240104DAA2,2024-01-04,SE01,returning,484.05,4,4
ORDSE01240104FE39,2024-01-04,SE01,new,485.21,5,1
ORDSE0124010419E6,2024-01-04,SE01,returning,76.34,11,1
ORDSE0124010409AC,2024-01-04,SE01,returning,167.69,3,5
ORDSE01240104E12D,2024-01-04,SE01,returning,468.74,8,5
ORDSE0124010435BB,2024-01-04,SE01,returning,138.85,4,1
ORDSE01240104AB34,2024-01-04,SE01,new,459.94,2,1
ORDSE01240104CE5F,2024-01-04,SE01,returning,405.58,11,4
ORDSE012401041ABA,2024-01-04,SE01,new,353.72,10,1
ORDSE012401044EC7,2024-01-04,SE01,new,361.22,10,4
ORDSE012401041871,2024-01-04,SE01,new,39.22,2,5
ORDSE012401049928,2024-01-04,SE01,returning,480.08,10,3
ORDSE01240104BB5F,2024-01-04,SE01,returning,230.03,5,2
ORDSE012401049BA0,2024-01-04,SE01,returning,499.38,2,5
ORDSE01240104C516,2024-01-04,SE01,returning,136.18,6,2
ORDSE012401046046,2024-01-04,SE01,new,218.87,12,5
ORDSE012401048475,2024-01-04,SE01,returning,188.47,6,2
ORDSE01240104A69A,2024-01-04,SE01,new,70.81,5,3
ORDSE0124010455F8,2024-01-04,SE01,new,42.40,1,3
ORDSE012401048F9A,2024-01-04,SE01,new,304.75,9,3
ORDSE01240104DF13,2024-01-04,SE01,new,472.58,5,4
ORDSE01240104681B,2024-01-04,SE01,new,470.06,1,4
ORDSE0124010451E4,2024-01-04,SE01,returning,270.36,7,5
ORDSE01240104A30D,2024-01-04,SE01,new,112.29,5,3
ORDSE012401042CCE,2024-01-04,SE01,new,108.58,4,5
ORDSE0124010483F7,2024-01-04,SE01,returning,69.22,4,3
ORDSE01240104925F,2024-01-04,SE01,returning,320.92,2,5
ORDSE01240104200C,2024-01-04,SE01,returning,145.76,12,2
ORDSE012401041CDF,2024-01-04,SE01,returning,411.58,9,4
ORDSE012401041CDE,2024-01-04,SE01,new,429.74,6,3
ORDSE0124010465F2,2024-01-04,SE01,returning,150.83,5,5
ORDSE01240104662D,2024-01-04,SE01,returning,166.92,8,2
ORDSE01240104F244,2024-01-04,SE01,new,78.98,11,5
ORDSE01240104E0C8,2024-01-04,SE01,returning,168.88,12,1
ORDSE02240104643E,2024-01-04,SE02,returning,48.98,1,3
ORDSE022401047836,2024-01-04,SE02,new,356.40,5,2
ORDSE022401042E6D,2024-01-04,SE02,returning,422.59,9,2
ORDSE0224010472D6,2024-01-04,SE02,returning,436.68,11,1
ORDSE02240104C6BE,2024-01-04,SE02,returning,328.96,6,3
ORDSE022401041717,2024-01-04,SE02,returning,425.26,9,3
ORDSE022401043AF0,2024-01-04,SE02,new,335.37,9,5
ORDSE02240104BF3D,2024-01-04,SE02,returning,253.36,3,4
ORDSE022401043BAF,2024-01-04,SE02,returning,113.23,7,2
ORDSE022401044E7B,2024-01-04,SE02,returning,113.82,6,4
ORDSE022401046BE8,2024-01-04,SE02,new,33.19,3,3
ORDSE02240104822C,2024-01-04,SE02,returning,239.34,1,3
ORDSE022401040D4A,2024-01-04,SE02,returning,216.23,1,3
ORDSE02240104F8B1,2024-01-04,SE02,returning,142.07,6,2
ORDSE0224010431D9,2024-01-04,SE02,returning,298.76,10,5
ORDSE02240104D3BA,2024-01-04,SE02,returning,126.71,5,4
ORDSE022401044017,2024-01-04,SE02,returning,234.01,2,3
ORDSE02240104141F,2024-01-04,SE02,returning,485.48,5,1
ORDSE02240104A052,2024-01-04,SE02,returning,417.68,11,1
ORDSE022401041256,2024-01-04,SE02,returning,331.36,10,4
ORDSE02240104D669,2024-01-04,SE02,new,94.22,9,4
ORDSE02240104D857,2024-01-04,SE02,returning,157.78,3,3
ORDSE0224010416CD,2024-01-04,SE02,returning,156.58,12,1
ORDSE022401040AFA,2024-01-04,SE02,returning,490.98,10,3
ORDSE022401046FEC,2024-01-04,SE02,new,417.52,2,1
ORDSE022401047212,2024-01-04,SE02,returning,225.78,6,3
ORDSE0224010499B9,2024-01-04,SE02,returning,434.21,5,2
ORDSE022401041FF4,2024-01-04,SE02,new,380.43,2,3
ORDSE0224010488A4,2024-01-04,SE02,returning,133.28,4,3
ORDSE02240104BE85,2024-01-04,SE02,new,54.57,1,1
ORDSE02240104AB16,2024-01-04,SE02,returning,395.92,7,2
ORDSE02240104B82A,2024-01-04,SE02,returning,149.01,10,4
ORDMW012401047D46,2024-01-04,MW01,returning,144.94,7,5
ORDMW01240104EE34,2024-01-04,MW01,new,76.20,7,3
ORDMW0124010435CB,2024-01-04,MW01,returning,177.55,9,2
ORDMW01240104D90C,2024-01-04,MW01,new,352.72,11,3
ORDMW01240104C968,2024-01-04,MW01,returning,412.06,12,3
ORDMW012401042F97,2024-01-04,MW01,returning,395.29,12,1
ORDMW012401040A00,2024-01-04,MW01,returning,323.22,6,2
ORDMW01240104A161,2024-01-04,MW01,returning,498.52,9,3
ORDMW01240104B54A,2024-01-04,MW01,new,438.16,8,3
ORDMW012401040575,2024-01-04,MW01,returning,9.86,12,2
ORDMW01240104A263,2024-01-04,MW01,new,324.09,9,3
ORDMW0124010420B4,2024-01-04,MW01,returning,142.36,8,5
ORDMW01240104692D,2024-01-04,MW01,new,391.96,2,4
ORDMW012401048384,2024-01-04,MW01,returning,105.05,1,5
ORDMW0124010498BA,2024-01-04,MW01,new,151.63,2,5
ORDMW012401040212,2024-01-04,MW01,new,138.75,2,1
ORDMW01240104DDC8,2024-01-04,MW01,new,432.74,3,1
ORDMW012401042F46,2024-01-04,MW01,returning,154.90,12,2
ORDMW012401040CD4,2024-01-04,MW01,returning,318.41,1,1
ORDMW01240104E87C,2024-01-04,MW01,returning,409.22,7,3
ORDMW01240104802A,2024-01-04,MW01,returning,347.46,8,4
ORDMW01240104DE07,2024-01-04,MW01,new,458.60,9,4
ORDMW012401041504,2024-01-04,MW01,new,297.49,6,3
ORDMW012401041A8A,2024-01-04,MW01,returning,367.32,2,3
ORDMW01240104868A,2024-01-04,MW01,returning,221.03,1,2
ORDMW01240104B2E3,2024-01-04,MW01,returning,61.24,7,3
ORDMW01240104F66C,2024-01-04,MW01,returning,291.02,5,3
ORDMW012401040031,2024-01-04,MW01,returning,87.95,4,2
ORDMW012401041247,2024-01-04,MW01,returning,169.88,10,5
ORDMW02240104BD9C,2024-01-04,MW02,returning,59.05,3,2
ORDMW02240104AB49,2024-01-04,MW02,new,493.39,6,5
ORDMW022401045D9B,2024-01-04,MW02,returning,317.10,10,5
ORDMW02240104D968,2024-01-04,MW02,new,401.63,5,4
ORDMW022401046A7F,2024-01-04,MW02,new,239.45,11,5
ORDMW022401042CC4,2024-01-04,MW02,returning,189.25,10,4
ORDMW02240104DE06,2024-01-04,MW02,new,103.57,12,3
ORDMW022401044AAA,2024-01-04,MW02,returning,287.12,12,2
ORDMW02240104C76E,2024-01-04,MW02,new,477.09,11,5
ORDMW0224010425DF,2024-01-04,MW02,returning,193.87,10,5
ORDMW02240104C5F7,2024-01-04,MW02,returning,396.95,5,5
ORDMW022401045210,2024-01-04,MW02,new,133.39,8,4
ORDMW02240104C3A6,2024-01-04,MW02,returning,330.60,6,5
ORDMW0224010414EE,2024-01-04,MW02,returning,382.85,8,4
ORDMW02240104C0F4,2024-01-04,MW02,returning,303.87,8,2
ORDMW022401040C8C,2024-01-04,MW02,returning,356.51,8,3
ORDMW022401044AA9,2024-01-04,MW02,returning,473.87,8,5
ORDMW02240104EEAE,2024-01-04,MW02,new,178.81,8,4
ORDMW0224010472C1,2024-01-04,MW02,returning,182.41,7,3
ORDMW022401040B6C,2024-01-04,MW02,returning,246.93,12,2
ORDMW022401041459,2024-01-04,MW02,new,71.20,3,2
ORDMW02240104DF89,2024-01-04,MW02,returning,100.26,3,5
ORDMW022401044B97,2024-01-04,MW02,returning,376.61,2,5
ORDMW02240104A0A7,2024-01-04,MW02,new,156.57,3,5
ORDMW022401045C28,2024-01-04,MW02,returning,358.52,2,4
ORDMW02240104862F,2024-01-04,MW02,returning,230.90,2,2
ORDMW02240104B328,2024-01-04,MW02,new,213.43,6,4
ORDMW02240104DAF2,2024-01-04,MW02,returning,227.12,10,1
ORDMW02240104E3C3,2024-01-04,MW02,new,202.99,9,3
ORDMW022401049B5B,2024-01-04,MW02,returning,90.83,10,2
ORDWE012401042BFB,2024-01-04,WE01,new,140.16,7,5
ORDWE012401046283,2024-01-04,WE01,returning,367.31,10,4
ORDWE012401048AA8,2024-01-04,WE01,returning,152.28,12,5
ORDWE01240104E4B2,2024-01-04,WE01,returning,389.26,1,1
ORDWE01240104E7E9,2024-01-04,WE01,new,439.71,9,1
ORDWE01240104CACD,2024-01-04,WE01,new,115.00,11,4
ORDWE012401041329,2024-01-04,WE01,returning,440.64,10,4
ORDWE01240104A54E,2024-01-04,WE01,returning,455.89,5,1
ORDWE012401046D88,2024-01-04,WE01,new,148.19,11,1
ORDWE0124010465FD,2024-01-04,WE01,new,80.30,11,4
ORDWE01240104D860,2024-01-04,WE01,new,325.65,8,2
ORDWE012401047227,2024-01-04,WE01,returning,71.59,5,2
ORDWE01240104BF75,2024-01-04,WE01,new,222.94,2,4
ORDWE012401047EC5,2024-01-04,WE01,new,164.82,2,4
ORDWE01240104A217,2024-01-04,WE01,returning,157.25,7,4
ORDWE012401045532,2024-01-04,WE01,returning,128.47,6,3
ORDWE012401045458,2024-01-04,WE01,returning,241.92,4,1
ORDWE01240104AB7E,2024-01-04,WE01,new,132.78,1,4
ORDWE012401048B3E,2024-01-04,WE01,returning,171.14,9,1
ORDWE012401047FF8,2024-01-04,WE01,returning,199.20,11,2
ORDWE01240104F192,2024-01-04,WE01,returning,18.79,9,3
ORDWE01240104EE97,2024-01-04,WE01,returning,385.91,4,2
ORDWE0124010429F2,2024-01-04,WE01,new,437.29,5,4
ORDWE012401042EA8,2024-01-04,WE01,returning,95.78,5,5
ORDWE0124010497DF,2024-01-04,WE01,new,275.48,8,3
ORDWE01240104D64B,2024-01-04,WE01,returning,191.06,8,5
ORDWE0124010449AE,2024-01-04,WE01,new,476.83,11,2
ORDWE01240104E144,2024-01-04,WE01,new,353.95,9,4
ORDWE01240104B2DE,2024-01-04,WE01,returning,25.93,12,5
ORDWE01240104F9A5,2024-01-04,WE01,returning,424.84,4,3
ORDWE012401042578,2024-01-04,WE01,new,287.42,12,2
ORDWE01240104CC91,2024-01-04,WE01,new,127.72,10,4
ORDWE012401048C18,2024-01-04,WE01,new,203.88,9,3
ORDWE012401040B65,2024-01-04,WE01,new,205.87,7,1
ORDWE01240104F64A,2024-01-04,WE01,returning,472.20,7,1
ORDWE01240104D38F,2024-01-04,WE01,new,325.84,8,1
ORDWE01240104B801,2024-01-04,WE01,returning,113.92,12,3
ORDWE01240104B09D,2024-01-04,WE01,returning,61.37,3,5
ORDWE0124010445A7,2024-01-04,WE01,returning,29.17,6,3
ORDWE01240104CCA1,2024-01-04,WE01,new,199.26,12,2
ORDWE01240104A1FA,2024-01-04,WE01,new,181.09,3,4
ORDWE01240104CE0E,2024-01-04,WE01,returning,25.20,6,4
ORDWE012401048CDE,2024-01-04,WE01,returning,229.17,7,1
ORDWE01240104EBAD,2024-01-04,WE01,returning,321.94,9,2
ORDWE0124010478D2,2024-01-04,WE01,new,355.67,5,4
ORDWE012401046DA4,2024-01-04,WE01,returning,28.94,12,4
ORDWE01240104E33B,2024-01-04,WE01,returning,296.44,11,5
ORDWE012401045D22,2024-01-04,WE01,new,207.15,1,1
ORDWE01240104B2E4,2024-01-04,WE01,returning,156.43,3,3
ORDWE012401042BB2,2024-01-04,WE01,returning,303.96,11,4
ORDWE02240104AE6B,2024-01-04,WE02,returning,301.87,7,2
ORDWE022401046EFD,2024-01-04,WE02,new,255.82,8,5
ORDWE0224010401CF,2024-01-04,WE02,new,194.70,5,5
ORDWE0224010429F4,2024-01-04,WE02,new,139.81,2,4
ORDWE02240104988A,2024-01-04,WE02,returning,241.67,10,5
ORDWE022401046C51,2024-01-04,WE02,returning,232.01,3,2
ORDWE022401042157,2024-01-04,WE02,new,130.47,6,4
ORDWE02240104D27F,2024-01-04,WE02,returning,155.74,5,1
ORDWE02240104762A,2024-01-04,WE02,returning,326.58,6,4
ORDWE0224010497EE,2024-01-04,WE02,returning,162.09,1,1
ORDWE02240104F269,2024-01-04,WE02,returning,163.49,8,5
ORDWE022401048008,2024-01-04,WE02,new,126.35,12,5
ORDWE022401041718,2024-01-04,WE02,returning,342.73,3,1
ORDWE02240104BE37,2024-01-04,WE02,new,159.08,8,5
ORDWE022401045D28,2024-01-04,WE02,returning,11.71,3,2
ORDWE022401046832,2024-01-04,WE02,returning,435.05,7,4
ORDWE0224010476BC,2024-01-04,WE02,new,368.97,12,1
ORDWE022401042FE6,2024-01-04,WE02,returning,248.07,8,5
ORDWE022401040FEB,2024-01-04,WE02,new,112.43,4,5
ORDWE02240104C3ED,2024-01-04,WE02,new,347.72,2,3
ORDWE02240104D334,2024-01-04,WE02,returning,77.22,3,4
ORDWE022401049B3F,2024-01-04,WE02,new,424.30,1,4
ORDWE0224010463F8,2024-01-04,WE02,new,464.61,1,1
ORDWE022401046145,2024-01-04,WE02,returning,238.95,11,1
ORDWE0224010461B9,2024-01-04,WE02,returning,152.00,12,2
ORDWE0224010490EB,2024-01-04,WE02,returning,373.50,11,4
ORDWE02240104F30C,2024-01-04,WE02,returning,162.43,7,1
ORDWE02240104F2E8,2024-01-04,WE02,returning,132.25,1,3
ORDWE022401044033,2024-01-04,WE02,returning,210.50,5,1
ORDWE02240104DF70,2024-01-04,WE02,returning,303.80,8,5
ORDWE02240104B057,2024-01-04,WE02,returning,80.13,3,4
ORDWE022401045CFA,2024-01-04,WE02,returning,411.26,2,4
ORDWE02240104ED88,2024-01-04,WE02,returning,436.84,9,4
ORDWE02240104E4DC,2024-01-04,WE02,returning,174.30,9,3
ORDWE022401040A79,2024-01-04,WE02,returning,413.12,10,4
ORDWE02240104F605,2024-01-04,WE02,returning,13.63,12,2
ORDWE022401047125,2024-01-04,WE02,new,168.59,11,3
ORDWE02240104364C,2024-01-04,WE02,new,227.84,11,4
ORDWE022401046AE4,2024-01-04,WE02,returning,405.46,3,1
ORDWE0224010419F2,2024-01-04,WE02,new,185.99,2,3
ORDWE02240104F2E4,2024-01-04,WE02,returning,107.98,1,5
ORDWE02240104B428,2024-01-04,WE02,new,365.51,2,2
ORDWE022401042918,2024-01-04,WE02,returning,76.20,6,5
