order_id,order_date,store_id,customer_type,order_amount,items_count,customer_rating
ORDSE01240105E776,2024-01-05,SE01,new,266.28,10,5
ORDSE012401056D3E,2024-01-05,SE01,returning,140.13,9,1
ORDSE01240105652B,2024-01-05,SE01,returning,241.94,3,2
ORDSE01240105843C,2024-01-05,SE01,returning,47.13,5,1
ORDSE012401053853,2024-01-05,SE01,new,335.86,10,4
ORDSE01240105FB90,2024-01-05,SE01,returning,416.28,4,4
ORDSE0124010518DE,2024-01-05,SE01,returning,37.06,11,5
ORDSE012401050B4E,2024-01-05,SE01,new,19.27,5,2
ORDSE01240105178D,2024-01-05,SE01,new,228.53,6,4
ORDSE01240105E07A,2024-01-05,SE01,new,252.64,1,5
ORDSE012401056D1D,2024-01-05,SE01,returning,198.56,10,2
ORDSE01240105B8F1,2024-01-05,SE01,returning,281.89,3,3
ORDSE012401054D8C,2024-01-05,SE01,returning,291.84,9,3
ORDSE012401057639,2024-01-05,SE01,returning,237.80,11,1
ORDSE01240105B264,2024-01-05,SE01,new,110.46,8,4
ORDSE012401052785,2024-01-05,SE01,returning,418.81,2,4
ORDSE01240105E4B4,2024-01-05,SE01,new,456.60,7,5
ORDSE01240105FC21,2024-01-05,SE01,returning,193.98,11,2
ORDSE01240105F5F3,2024-01-05,SE01,returning,446.59,9,4
ORDSE01240105EF51,2024-01-05,SE01,returning,411.09,12,2
ORDSE012401051FFA,2024-01-05,SE01,new,37.63,11,2
ORDSE01240105A3CC,2024-01-05,SE01,new,459.60,7,2
ORDSE01240105C21B,2024-01-05,SE01,returning,303.85,12,2
ORDSE012401054B4A,2024-01-05,SE01,returning,243.93,11,1
ORDSE012401056984,2024-01-05,SE01,returning,149.95,2,2
ORDSE012401057FAA,2024-01-05,SE01,returning,190.81,4,4
ORDSE012401053E48,2024-01-05,SE01,returning,408.45,7,1
ORDSE01240105B349,2024-01-05,SE01,returning,187.07,11,1
ORDSE012401053125,2024-01-05,SE01,new,425.25,3,1
ORDSE0124010561C7,2024-01-05,SE01,new,290.33,7,4
ORDSE0124010542AF,2024-01-05,SE01,returning,83.79,1,4
ORDSE01240105484B,2024-01-05,SE01,new,196.30,11,2
ORDSE0124010567E5,2024-01-05,SE01,new,74.72,7,2
ORDSE022401057D77,2024-01-05,SE02,new,491.65,10,2
ORDSE022401050FF7,2024-01-05,SE02,returning,208.41,9,1
ORDSE02240105296A,2024-01-05,SE02,returning,289.07,7,5
ORDSE022401057914,2024-01-05,SE02,new,206.84,12,1
ORDSE0224010527C1,2024-01-05,SE02,new,165.66,1,4
ORDSE02240105B245,2024-01-05,SE02,returning,94.59,8,4
ORDSE022401055869,2024-01-05,SE02,new,303.38,6,2
ORDSE02240105C27E,2024-01-05,SE02,returning,231.99,10,3
ORDSE022401053B25,2024-01-05,SE02,returning,354.45,2,4
ORDSE02240105673F,2024-01-05,SE02,new,47.02,6,5
ORDSE02240105C7E6,2024-01-05,SE02,returning,198.05,8,5
ORDSE0224010526C1,2024-01-05,SE02,new,250.42,8,2
ORDSE02240105E9FC,2024-01-05,SE02,new,84.14,5,3
ORDSE02240105D3ED,2024-01-05,SE02,returning,377.37,2,1
ORDSE02240105235B,2024-01-05,SE02,new,115.50,4,5
ORDSE022401059578,2024-01-05,SE02,returning,239.55,7,5
ORDSE022401052AFF,2024-01-05,SE02,returning,94.35,2,3
ORDSE022401053AFA,2024-01-05,SE02,new,438.75,6,4
ORDSE02240105A3B3,2024-01-05,SE02,returning,72.11,6,1
ORDSE02240105243C,2024-01-05,SE02,returning,207.04,5,3
ORDSE02240105271E,2024-01-05,SE02,returning,221.96,4,3
ORDSE022401056CF3,2024-01-05,SE02,returning,78.85,11,5
ORDSE022401053C8D,2024-01-05,SE02,returning,392.43,9,1
ORDSE02240105246C,2024-01-05,SE02,returning,256.07,11,5
ORDSE022401057204,2024-01-05,SE02,returning,98.37,2,4
ORDSE02240105E98C,2024-01-05,SE02,new,20.43,10,3
ORDSE02240105B61D,2024-01-05,SE02,returning,399.90,11,4
ORDSE02240105F873,2024-01-05,SE02,returning,179.23,8,1
ORDSE022401053CC5,2024-01-05,SE02,returning,235.43,1,5
ORDSE022401057932,2024-01-05,SE02,returning,199.59,4,5
ORDSE022401057A41,2024-01-05,SE02,returning,57.87,3,2
ORDSE02240105BEB2,2024-01-05,SE02,returning,422.04,6,1
ORDSE02240105C86B,2024-01-05,SE02,new,378.10,3,3
ORDSE022401059D8C,2024-01-05,SE02,new,360.84,2,1
ORDSE02240105AB6A,2024-01-05,SE02,returning,367.64,3,2
ORDSE0224010528F1,2024-01-05,SE02,returning,90.84,12,1
ORDSE022401055927,2024-01-05,SE02,returning,167.62,6,4
ORDSE02240105E540,2024-01-05,SE02,new,256.51,11,1
ORDSE022401052F23,2024-01-05,SE02,returning,100.65,10,5
ORDSE022401053FE6,2024-01-05,SE02,new,85.01,8,2
ORDSE02240105E34E,2024-01-05,SE02,returning,359.70,3,4
ORDSE022401051AC0,2024-01-05,SE02,returning,314.86,2,1
ORDSE02240105FEC0,2024-01-05,SE02,new,424.35,7,4
ORDSE022401050338,2024-01-05,SE02,new,364.66,6,1
ORDSE0224010556E8,2024-01-05,SE02,returning,277.71,6,3
ORDSE02240105D95E,2024-01-05,SE02,returning,334.16,4,3
ORDMW01240105137C,2024-01-05,MW01,returning,255.84,7,1
ORDMW01240105708C,2024-01-05,MW01,new,67.45,8,5
ORDMW012401050740,2024-01-05,MW01,new,43.75,6,3
ORDMW01240105224B,2024-01-05,MW01,returning,398.06,10,1
ORDMW01240105C9CD,2024-01-05,MW01,returning,350.57,12,5
ORDMW012401057686,2024-01-05,MW01,returning,272.20,10,1
ORDMW01240105D711,2024-01-05,MW01,returning,254.86,5,1
ORDMW0124010596F8,2024-01-05,MW01,returning,290.93,11,2
ORDMW01240105F968,2024-01-05,MW01,returning,371.22,9,4
ORDMW012401057391,2024-01-05,MW01,returning,214.66,10,5
ORDMW0124010513E5,2024-01-05,MW01,returning,102.10,10,3
ORDMW012401054A24,2024-01-05,MW01,returning,398.30,11,2
ORDMW012401055818,2024-01-05,MW01,new,57.63,11,3
ORDMW012401055F91,2024-01-05,MW01,returning,15.62,4,3
ORDMW012401051939,2024-01-05,MW01,returning,190.76,2,5
ORDMW01240105AA58,2024-01-05,MW01,returning,56.95,5,2
ORDMW012401057737,2024-01-05,MW01,returning,37.61,7,5
ORDMW01240105B7E7,2024-01-05,MW01,returning,474.78,12,5
ORDMW012401054616,2024-01-05,MW01,new,77.91,11,3
ORDMW01240105A1AE,2024-01-05,MW01,returning,457.72,9,3
ORDMW0124010573E9,2024-01-05,MW01,new,258.60,11,3
ORDMW02240105FFBE,2024-01-05,MW02,new,355.56,7,1
ORDMW022401052003,2024-01-05,MW02,new,262.44,2,5
ORDMW022401051CAF,2024-01-05,MW02,new,476.74,7,4
ORDMW02240105B30E,2024-01-05,MW02,returning,491.12,10,5
ORDMW022401054EC2,2024-01-05,MW02,returning,299.70,4,3
ORDMW022401051734,2024-01-05,MW02,returning,350.28,9,3
ORDMW022401054F2D,2024-01-05,MW02,new,287.80,1,3
ORDMW022401056100,2024-01-05,MW02,returning,165.71,8,3
ORDMW022401051C07,2024-01-05,MW02,returning,455.47,4,4
ORDMW02240105593E,2024-01-05,MW02,returning,153.46,2,3
ORDMW02240105A18A,2024-01-05,MW02,returning,428.55,12,3
ORDMW02240105E0DB,2024-01-05,MW02,returning,80.87,9,3
ORDMW022401050F38,2024-01-05,MW02,returning,457.10,4,2
ORDMW02240105C3B8,2024-01-05,MW02,returning,105.18,3,1
ORDMW022401058399,2024-01-05,MW02,returning,293.13,3,4
ORDMW022401050BE1,2024-01-05,MW02,returning,172.13,11,3
ORDMW0224010557F7,2024-01-05,MW02,returning,495.95,9,3
ORDMW022401059120,2024-01-05,MW02,returning,97.28,7,5
ORDMW02240105A1D5,2024-01-05,MW02,returning,139.89,2,3
ORDMW02240105A728,2024-01-05,MW02,returning,285.89,10,1
ORDMW02240105E9B4,2024-01-05,MW02,returning,52.95,1,1
ORDMW02240105D9E0,2024-01-05,MW02,returning,156.28,5,4
ORDMW022401057B10,2024-01-05,MW02,returning,62.49,5,5
ORDMW022401050D34,2024-01-05,MW02,new,369.60,3,1
ORDMW02240105C56E,2024-01-05,MW02,returning,283.45,1,1
ORDMW02240105402B,2024-01-05,MW02,returning,234.43,11,3
ORDMW0224010558C1,2024-01-05,MW02,new,23.14,3,1
ORDMW02240105F208,2024-01-05,MW02,returning,136.81,5,2
ORDMW02240105D613,2024-01-05,MW02,new,327.65,11,3
ORDMW02240105AF20,2024-01-05,MW02,new,77.37,10,4
ORDMW022401057E80,2024-01-05,MW02,returning,211.11,11,4
ORDMW02240105F3C3,2024-01-05,MW02,returning,101.41,10,2
ORDMW02240105F4F8,2024-01-05,MW02,new,113.29,3,5
ORDMW022401054225,2024-01-05,MW02,returning,255.95,9,4
ORDWE01240105C02C,2024-01-05,WE01,new,409.71,10,4
ORDWE01240105F315,2024-01-05,WE01,new,290.12,3,4
ORDWE012401054347,2024-01-05,WE01,new,496.18,2,1
ORDWE0124010500AE,2024-01-05,WE01,new,253.84,2,5
ORDWE01240105C110,2024-01-05,WE01,new,177.77,3,2
ORDWE0124010516E2,2024-01-05,WE01,returning,45.31,6,4
ORDWE012401059FF4,2024-01-05,WE01,returning,423.55,4,5
ORDWE012401050984,2024-01-05,WE01,returning,291.95,4,2
ORDWE012401056F90,2024-01-05,WE01,new,377.93,3,5
ORDWE01240105C69D,2024-01-05,WE01,returning,24.40,11,2
ORDWE01240105B936,2024-01-05,WE01,returning,304.22,4,2
ORDWE012401055C16,2024-01-05,WE01,returning,25.49,3,5
ORDWE012401058754,2024-01-05,WE01,returning,462.39,7,3
ORDWE01240105C65D,2024-01-05,WE01,returning,439.18,3,3
ORDWE012401050827,2024-01-05,WE01,returning,136.72,4,1
ORDWE012401053F33,2024-01-05,WE01,new,396.39,2,1
ORDWE01240105DD71,2024-01-05,WE01,new,306.39,9,5
ORDWE01240105B5C5,2024-01-05,WE01,returning,377.48,11,1
ORDWE01240105E983,2024-01-05,WE01,returning,165.87,5,4
ORDWE012401051BA4,2024-01-05,WE01,new,275.59,4,5
ORDWE022401050A54,2024-01-05,WE02,returning,389.11,11,3
ORDWE022401050593,2024-01-05,WE02,new,299.15,4,1
ORDWE02240105852A,2024-01-05,WE02,returning,365.75,11,5
ORDWE02240105D90F,2024-01-05,WE02,returning,459.90,12,5
ORDWE02240105347C,2024-01-05,WE02,returning,282.27,3,4
ORDWE02240105A765,2024-01-05,WE02,returning,362.80,8,5
ORDWE022401058761,2024-01-05,WE02,returning,66.42,7,4
ORDWE02240105308D,2024-01-05,WE02,returning,180.24,4,1
ORDWE02240105B806,2024-01-05,WE02,returning,116.26,5,2
ORDWE02240105EA56,2024-01-05,WE02,returning,268.00,6,3
ORDWE02240105C41D,2024-01-05,WE02,returning,94.51,10,5
ORDWE022401053580,2024-01-05,WE02,returning,452.59,9,4
ORDWE022401056077,2024-01-05,WE02,returning,356.56,4,2
ORDWE022401051B50,2024-01-05,WE02,new,288.09,8,5
ORDWE022401050616,2024-01-05,WE02,new,477.90,10,2
ORDWE02240105594B,2024-01-05,WE02,returning,214.30,1,4
ORDWE02240105DC93,2024-01-05,WE02,returning,334.74,5,2
ORDWE022401057F15,2024-01-05,WE02,returning,301.52,2,4
ORDWE022401053D47,2024-01-05,WE02,new,406.72,10,2
ORDWE02240105A782,2024-01-05,WE02,new,389.41,2,2
ORDWE02240105AD23,2024-01-05,WE02,returning,39.16,10,3
ORDWE02240105EB79,2024-01-05,WE02,returning,324.00,12,4
ORDWE0224010565AF,2024-01-05,WE02,returning,294.91,5,4
ORDWE022401050E3B,2024-01-05,WE02,new,449.45,12,1
ORDWE022401052DC9,2024-01-05,WE02,new,231.66,9,4
ORDWE0224010559E4,2024-01-05,WE02,returning,432.81,7,5
ORDWE02240105C4DC,2024-01-05,WE02,returning,360.45,8,4
ORDWE02240105323D,2024-01-05,WE02,returning,385.97,8,1
ORDWE022401057DDB,2024-01-05,WE02,returning,204.30,4,5
ORDWE022401055C8E,2024-01-05,WE02,returning,171.30,6,2
ORDWE02240105EF50,2024-01-05,WE02,returning,416.45,6,4
